TIC,sector,Pest,sde,phasebest1,nb,pphase1,pphase2
1028559,4,2.2100912767697305,8.248705002942382,951,1024,2.0525359416093885,2.192824938669967
1045295,4,0.7317108863945677,8.927556656151216,844,1024,0.6030898321455226,0.7552914130068926
1045298,4,0.7303961668809161,8.011199979351515,326,1024,0.23252846719060416,0.3844565761218885
1112134,4,0.23469826018179726,8.717678319296153,597,1024,0.13683091926614546,0.18564999096411697
4620489,4,0.23673850101915928,8.102997389231213,221,1024,0.05109297727073652,0.10033643500226086
4628031,4,7.708317274339011,8.059860634215182,384,1024,2.8906189778771294,2.988478474524011
4646350,4,1.0300040170156664,9.004177378821886,486,1024,0.4888495627632948,0.5602658569118419
4646351,4,1.0300358452474145,8.981622876116946,443,1024,0.4456112103951217,0.5160238170038317
4647229,4,7.651694850409366,8.116009363851774,448,1024,3.347616497054098,3.4671742290917438
4671501,4,7.951021706289259,8.26652881041165,244,1024,1.8945793909517374,1.9799907569372666
4717007,4,0.30415752926755824,8.768763609864509,478,1024,0.1419797841698172,0.2049498976509914
4717008,4,0.30415752926755824,8.766444073200073,478,1024,0.1419797841698172,0.2049498976509914
4717071,4,3.4476814342354762,8.81373568333584,256,1024,0.8619203585588691,0.9258910101706601
4742851,4,7.765783955890347,8.776855132898751,64,1024,0.4853614972431467,0.5839505513706609
7423321,4,1.7017800619447943,8.874633362142259,873,1024,1.450833978591607,1.5405762865457269
7423807,4,2.9782291449504124,8.1169918463968,309,1024,0.8987039119039818,1.0237662685767042
7423812,4,2.9771651433505015,8.149469622832825,484,1024,1.4071757122867605,1.5351007770401024
7586485,4,8.568246080027418,8.030846465285064,845,1024,7.070476501585125,7.120681068460286
7598123,4,0.6617389175274787,9.083300247551326,127,1024,0.08207113527928692,0.1473403058557277
7598130,4,0.661528793040717,9.255594362000801,828,1024,0.5349080474977672,0.6020945655409651
7647684,4,0.7188194109993746,9.830221163168416,952,1024,0.6682774211634811,0.741282517593105
7653028,4,0.3118927837366627,8.668874993015473,288,1024,0.08771984542593637,0.15259598110553516
7688806,4,0.3118636033344456,8.703543768111118,727,1024,0.22141097619545114,0.2862810421234169
7688812,4,0.3118927837366627,8.579733946441706,290,1024,0.08832901101917205,0.15320514669877083
7690016,4,0.3773157755725767,8.271837608061412,505,1024,0.18607858072671019,0.2645632098253028
7690025,4,0.3773157755725767,8.232694036357085,505,1024,0.18607858072671019,0.2645632098253028
7690953,4,0.2549115074701817,9.35109485193612,797,1024,0.1984028041540379,0.2471944598807524
7691480,4,0.36573635529092496,8.33345308043092,565,1024,0.20179789134704357,0.260015690089642
7738544,4,0.5111507536917863,9.280974718818815,47,1024,0.023461020921400347,0.07487559868532026
7781403,4,0.32813781788351104,8.935289258989052,748,1024,0.23969442165709595,0.29673400328137817
7784013,4,0.31287349273194875,8.878449856765283,315,1024,0.09624526387750376,0.16132539468991108
7785624,4,0.2621135790560766,8.45515440420529,356,1024,0.09112542396871412,0.13336052215646083
7808832,4,0.3079908218735081,8.292001668826485,170,1024,0.051131288787594126,0.11369192448065046
7808834,4,0.30801358955957137,8.250699369911437,847,1024,0.2547729593329658,0.3173382197122537
9845051,4,0.2420680356420976,8.559614679810641,678,1024,0.16027551578646698,0.21062755835655173
9858950,4,7.356186552890981,9.553372128694065,609,1024,4.374919541709578,4.597616595556863
9860094,4,0.27570463211352414,9.160009553776893,145,1024,0.0390402066957627,0.0963889241178141
9860279,4,0.2756977911092976,9.152974165524004,277,1024,0.07457840638405804,0.13138722857552462
9964373,4,5.980861244019138,10.628222479624878,1021,1024,5.963339189593301,6.039268092105263
9968562,4,1.1390040548544353,8.525826119907167,334,1024,0.37151108820447404,0.4482603848694702
9968569,4,1.1390040548544353,8.478844222337559,334,1024,0.37151108820447404,0.4482603848694702
9968664,4,2.324770428920144,9.082021248631214,996,1024,2.2612024875043586,2.3565543996280365
10007012,4,1.5210050801569677,8.515326321022085,576,1024,0.8555653575882943,0.9595403142396495
10931356,4,0.548350834864146,8.173485282864698,946,1024,0.5065819236147286,0.6110042017382721
10933338,4,0.7383234151887892,8.029339026288053,796,1024,0.5739310922756603,0.7260660928663191
10935532,4,8.035355564483728,8.575766962676695,947,1024,7.4311344917637605,7.517451787866613
12525133,4,1.812842173960335,10.221628745181693,57,1024,0.10091016007396396,0.2266052717450419
12529950,4,2.399577674329318,9.823816829393003,682,1024,1.5981562245044871,1.6403363008110572
12530963,4,0.3306211379318325,8.091526771027354,879,1024,0.283804668205157,0.33966155967215605
12605494,4,0.514948968557216,8.511649178909167,263,1024,0.13225740110405057,0.19763178187791589
12607331,4,8.050881571532083,9.039701946620758,380,1024,2.9876318331857337,3.0898402906368245
12608270,4,0.2572089230919599,8.446723652620129,812,1024,0.20395863823307758,0.24590579658889528
12631605,4,0.7083106083679814,8.918064891689731,839,1024,0.5803443363483755,0.6239220397928898
12632044,4,0.20161778107534858,8.941974758140315,751,1024,0.14786616561287771,0.18980423921546488
12632261,4,1.164673134484807,8.151735051491432,170,1024,0.19335393834220427,0.29912991637646896
13955794,4,0.6154224875376946,8.601668022261967,1022,1024,0.6142204904917226,0.7121832497384454
23137502,4,5.611357387352,9.774367439639157,398,1024,2.180976797037203,2.2302953678244766
23138530,4,0.3860914418970989,8.733129107605551,580,1024,0.21868460576202867,0.29899464201601506
23138566,4,7.973845785822501,8.740855637070496,147,1024,1.1446829399569411,1.1914046926082449
23138567,4,7.973845785822501,9.064542820530695,147,1024,1.1446829399569411,1.1914046926082449
23138570,4,7.973845785822501,8.318874356010392,147,1024,1.1446829399569411,1.1914046926082449
23170757,4,2.288696129814844,8.73790810529298,704,1024,1.5734785892477052,1.6852313299613206
23172301,4,0.2298559952189953,9.614297531505414,70,1024,0.015712812173173506,0.062177842456700876
23172553,4,1.7892928714572,8.591069744577174,972,1024,1.6984303428285141,1.8242399978528485
23220723,4,9.907856930545922,9.28293203113832,519,1024,5.021657956009115,5.253873352818784
25077888,4,1.6517731785071275,8.873849604766363,216,1024,0.3484209048413472,0.4290738920731405
25118300,4,0.2749087990059298,8.960073429077784,643,1024,0.17262339625079381,0.22792731480081485
25118854,4,2.3829381627546766,8.478625430067718,762,1024,1.7732410937686167,1.8570162635529608
25195864,4,0.3716615501259933,8.483348850665859,340,1024,0.12340324906527121,0.20071175509733816
29758931,4,0.49460142544130814,8.359572896902826,55,1024,0.026565506249289012,0.09853387772463561
29778064,4,0.4947115337046967,8.568711691013995,427,1024,0.20629084462100147,0.2777921209767584
29778713,4,3.1842063365706093,8.289539817865721,983,1024,3.0567137000477627,3.1779871835694946
29942876,4,0.36663745788252206,8.314777642533702,13,1024,0.004654577102024206,0.0787697663419481
29960553,4,0.33763366072543965,8.800652966446384,283,1024,0.09331086522001897,0.16288186367028046
29988657,4,0.25795534277105947,9.031900586907186,922,1024,0.23226057229972347,0.2781081039250485
29989829,4,0.3938465416335179,8.888813417775625,487,1024,0.1873078767339094,0.2688464185564736
30036097,4,1.3421197439235528,8.315241512270525,915,1024,1.1992573883691902,1.3329450972365755
30105042,4,1.0109485730460892,8.413545543559607,142,1024,0.14019013415287565,0.3504753353821891
30106963,4,0.6414779652318943,8.114742721847728,796,1024,0.4986488870357303,0.6063971390082751
30111878,4,0.6087131195938665,8.725529711615922,123,1024,0.07311690791996639,0.1854672786262562
30185811,4,0.3068906149781033,8.659363207724283,790,1024,0.23676131428974767,0.3005969597881227
30185831,4,0.30684258975145745,8.784682736723159,516,1024,0.15461989874194534,0.21844555461798093
30193327,4,0.4827326530021143,8.45349795514699,723,1024,0.34083565246145375,0.44124781563474513
30399138,4,0.8247082594532185,9.096023843525176,991,1024,0.7981307471856831,0.8794740423075338
30720004,4,0.5253287244493241,8.547831232324228,413,1024,0.2118757453101278,0.3206352077937769
30844604,4,0.3932471597723885,8.363048877205564,936,1024,0.35945248197944885,0.4412509634555414
30939893,4,7.096224808401931,8.450540075756626,923,1024,6.396304197416975,6.562621966363895
31105661,4,8.56384345294168,8.477907767044908,924,1024,7.727530615740343,7.811161899460477
31107271,4,6.784260515603799,8.492547278481176,784,1024,5.194199457259159,5.293578273405699
31107284,4,6.784260515603799,10.503773407166223,784,1024,5.194199457259159,5.293578273405699
31108070,4,0.2853018207962203,8.762971256375106,951,1024,0.26496292146211475,0.3237506989894609
31414007,4,9.907856930545922,8.206091950771654,681,1024,6.589111884474388,7.005164470425046
31531884,4,0.3360881357527198,8.234666943109419,818,1024,0.2684766553180906,0.33379065826222265
31531962,4,0.2452200482102615,9.203369370063088,903,1024,0.21624385110729114,0.26725153691665215
31928456,4,1.7364427234367674,8.009165056935132,855,1024,1.4498618442758167,1.5295618520898089
31944364,4,0.2790653543153271,8.268431115393007,355,1024,0.09674628982611437,0.154794063721783
31962230,4,0.380186215208209,8.224343334886994,127,1024,0.047152001300236855,0.12623370426835065
32050179,4,0.23365031893268537,8.1713103976094,693,1024,0.15812467873081149,0.2067257704619267
