TIC,sector,Pest,sde,phasebest1,nb,pphase1,pphase2
796717,8,0.3571352042456233,8.179172113991656,717,1024,0.2500643959415155,0.32435130854338834
869540,8,1.8468926031951243,8.731368538256351,82,1024,0.14789569674023456,0.26513009049773756
869568,8,1.8455632659087553,8.023683549293736,689,1024,1.241790127159309,1.3625447549091982
874102,8,10.0,9.128648783099003,840,1024,8.203125,8.33984375
881210,8,1.6477722119694174,9.413749118670317,972,1024,1.5640962793303455,1.6445539068679147
884039,8,0.614480855848936,8.056126775147694,34,1024,0.0204026846668592,0.07260955425558716
930349,8,3.601137959595232,8.507493179059091,238,1024,0.8369832367027981,0.9987531059814901
931783,8,3.080335140463282,9.441724916412612,657,1024,1.9763478391448988,2.0605757531419417
940881,8,0.2763423328819742,8.160760544498036,599,1024,0.1616494701135767,0.21130473305330644
975525,8,1.1888910024728934,8.227405231022008,996,1024,1.1563822641240251,1.2167556353433517
1005027,8,0.28687819151988064,8.05303107871612,217,1024,0.060793523007630954,0.12046642807963738
1005041,8,0.2867103995596128,8.003198964174087,320,1024,0.089596999862379,0.14895501227120508
1019188,8,2.798925212718316,8.551015446469492,581,1024,1.588062059169279,1.6837284482758619
1041873,8,4.3725404459991255,8.230249701373033,307,1024,1.3109081219938785,1.430469774814167
1134503,8,2.3641779753179817,8.370445118090945,837,1024,1.9324384427159675,2.119448614591706
1195217,8,1.7907347384631915,8.00229841307566,235,1024,0.4109596323621582,0.45292997779488925
1201477,8,0.7158401099530408,8.228214826557082,340,1024,0.2376812865078456,0.3152772359265834
1209741,8,2.206141899046947,11.210164709457464,800,1024,1.7235483586304272,1.8226523892516768
1209745,8,2.2108241952599927,8.795345639475528,325,1024,0.7016776010346657,0.8031509771842943
1228379,8,1.149134701569718,9.077563791465055,262,1024,0.2940168865344396,0.3557379886695318
1255001,8,0.3745430574698867,8.131221300777648,886,1024,0.3240675282405465,0.4019754103119194
1265003,8,0.2749564194075239,8.09527474684892,836,1024,0.2244761392819238,0.2816692226157154
