TIC,sector,Pest,sde,phasebest1,nb,pphase1,pphase2
272743281,9,1.3773345821166878,11.56176895181581,305,1024,0.41024125736874,0.47076865599691475
272743892,9,7.704753833115031,8.922208750764005,685,1024,5.154058960628707,5.349687475922644
272883117,9,7.704753833115031,10.638755906686828,685,1024,5.154058960628707,5.349687475922644
272883139,9,7.704753833115031,9.020509748565548,685,1024,5.154058960628707,5.349687475922644
274679968,9,1.498441620714457,8.091016100893356,852,1024,1.2467502547350757,1.379912547200911
274693378,9,0.2904376314230282,8.18939014935326,149,1024,0.042260944416046095,0.09841978330448319
274693475,9,0.29046800204489476,8.026056977818538,608,1024,0.17246537621415625,0.23288498992076034
274788370,9,1.7740562021004824,8.680724400098505,284,1024,0.49202339980130566,0.5699848539951745
274904420,9,3.233943470668132,8.809616789305208,548,1024,1.7306650604747424,2.097010219261367
274904432,9,3.233943470668132,8.104622551680265,548,1024,1.7306650604747424,2.097010219261367
274992324,9,1.2469760829987282,8.464613162162916,508,1024,0.6186170411751503,0.7172547977404794
278860957,9,0.2717022143730471,8.035110431631084,529,1024,0.14036178847982608,0.19687797174296967
278960624,9,3.914507163548109,8.18809611493308,211,1024,0.8066025503014169,0.9059943337508807
278989427,9,0.33431175239534366,8.215797359572022,865,1024,0.2824020174042698,0.3437795656956024
278991366,9,1.4719086239126276,9.694799256825458,967,1024,1.389976210276866,1.4431604086018341
279056365,9,0.37535283166176203,8.05150204425834,138,1024,0.05058465895441715,0.11326564939793406
279248894,9,0.33312568498968975,8.013443488779085,484,1024,0.15745393704590804,0.2267466820681775
279355526,9,3.030486696163403,8.830274956168562,516,1024,1.5270811867385898,1.651378492635917
279423828,9,5.623664379709819,8.350647279076334,267,1024,1.4663265521313689,1.603623045776628
279479006,9,0.3402355791149792,8.268967703880762,91,1024,0.03023577900338194,0.1003429149343005
279481568,9,0.3165999696064029,8.265250623240663,897,1024,0.2773341530634213,0.33545992873334685
279513042,9,0.3251990218013424,8.02022589249128,772,1024,0.2451695750299183,0.31059047199386025
279573236,9,9.811616954474097,9.020777689278363,319,1024,3.0565486410910516,3.4589782427394034
279955624,9,0.3606709923141011,8.000554118251713,770,1024,0.2712076797674393,0.34129901518785544
279955681,9,0.36079201062171673,8.111213424190888,320,1024,0.11274750331928649,0.18321469289384051
280196228,9,2.0697077572646743,8.188179393310236,174,1024,0.3516886228164583,0.5255117352429837
280205663,9,2.1539654503941756,9.004843101915748,589,1024,1.2389508303536811,1.3272970695300048
280400953,9,2.1035360440901156,8.085858492632921,699,1024,1.4359098582216707,1.540675813542565
280651018,9,2.457787499692776,8.405691405950648,132,1024,0.3168241698822719,0.3984303954580086
280651022,9,2.457787499692776,8.85693460210097,132,1024,0.3168241698822719,0.3984303954580086
280651658,9,4.584211973961676,9.516595405793185,970,1024,4.34246642064729,4.445432119281195
280651750,9,4.622353702505316,8.064564086014155,158,1024,0.7132147314412499,0.8350931982065267
280659170,9,3.457336467985064,8.282502096210747,383,1024,1.2931248703498823,1.5227136201770155
280735095,9,5.85171747908011,8.363920795777252,276,1024,1.5772207267833107,1.6343664052899525
280735101,9,5.85171747908011,8.57543436950677,276,1024,1.5772207267833107,1.6343664052899525
280735374,9,0.3647119322802884,8.104463048449244,19,1024,0.006767115930981914,0.08263004715725285
280848642,9,0.3647039515673152,8.23381393874665,115,1024,0.04095796331078247,0.11681923448640566
280960322,9,3.477535123104743,8.343777499731777,192,1024,0.6520378355821392,0.8829679023508136
281068577,9,0.2989527684521122,8.388892247398028,625,1024,0.18246628933844738,0.23530852673086178
281174000,9,6.28654051675363,8.662676826152415,38,1024,0.23328958948890421,0.41746558119067073
281580223,9,9.720062208398133,8.150507557346872,993,1024,9.42580251263608,9.682093215396577
281582487,9,0.24019292295571806,8.212767405784065,714,1024,0.1674782685452956,0.21251444159949273
281731203,9,9.720062208398133,8.718939515784347,777,1024,7.375476890552099,7.546337359059097
284040344,9,0.33070642198800854,8.24450015004963,960,1024,0.310037270613758,0.37785792356051756
284070577,9,0.34165140623718804,8.203101023480043,104,1024,0.034698970945964414,0.10576513259491074
284071037,9,2.443912214673249,8.150447761876652,87,1024,0.20763707292634048,0.276849430568454
285024610,9,4.1221814584278,12.35505221078234,65,1024,0.2616619089822334,0.35827553691413494
285217472,9,0.4376616612761338,8.77162509206573,821,1024,0.350898656159869,0.44193570093703355
285408346,9,0.9765338906086736,8.827911629095494,649,1024,0.6189164990283488,0.6618305860179877
285630771,9,3.5403242937053028,11.046379579428486,391,1024,1.3518230457409897,1.4555434840331372
285630811,9,3.5403242937053028,9.712461026341067,391,1024,1.3518230457409897,1.4555434840331372
285705153,9,1.8899304505594192,8.24598909777048,389,1024,0.7179520949879044,0.8028513144466283
285820177,9,1.3317707223524398,9.941809301328474,96,1024,0.12485350522054123,0.1781763564084807
285820193,9,1.3332089005026198,9.459255696048498,91,1024,0.11847852533763516,0.17836876891490128
285820242,9,1.3332089005026198,8.402844067563095,96,1024,0.1249883344221206,0.17836876891490128
285833972,9,3.869969040247678,8.163884873349257,643,1024,2.4300684500773992,2.528329382739938
285971748,9,10.0,8.558314523876795,952,1024,9.296875,9.4140625
285993732,9,2.7150304083405734,8.713436583310711,564,1024,1.4953878420938314,1.5961409236533448
286253215,9,0.3288013546615812,8.316514344874252,608,1024,0.19522580433031386,0.25687605832936034
286253957,9,5.749770009199631,8.563011381651275,556,1024,3.1219454346826123,3.1949405617525293
286309969,9,9.541984732824426,8.194915248658473,667,1024,6.215335758587785,6.4296576812977095
286310244,9,0.30768662732380325,8.358125118425491,337,1024,0.10126014981261884,0.1508385614419426
286436203,9,3.1029881776150434,9.036274369554034,945,1024,2.86359748813107,2.9272329878673164
286759459,9,1.339961677096035,8.25962655817253,789,1024,1.0324509406530973,1.150221009929116
286849671,9,2.5709584533113947,9.66012578631762,498,1024,1.2503294040518307,1.3382039605614975
286937187,9,0.34271574813134237,8.021337707382546,285,1024,0.0953847541185865,0.166672307196688
287001630,9,0.2866167189264484,8.101805661621125,962,1024,0.26926297227269863,0.321324212233948
287145193,9,8.498342823149486,9.284618938049169,672,1024,5.577037477691849,5.643430780997705
287145649,9,3.60386334150209,8.100209314790105,362,1024,1.2740220015856998,1.3936815265965115
287220506,9,0.32336297493936944,8.235243990964928,284,1024,0.08968270008084074,0.14052394907033144
