row_id,tic_id,Disposition,RA,Dec,Epoc,Period,Duration,Transit_Depth,Sectors,SN,Qingress
0,2733170,J,0,0,0.17255970639789653,8.764241893076248,2.464943032427694,0,2,0,0
1,2733884,J,0,0,4.498427874743326,8.213552361396303,2.5025667351129286,0,2,0,0
2,2758451,J,0,0,-0.6699089248981467,0.9985620706183095,4.985009086914841,0,2,0,0
3,2759034,J,0,0,4.799269213816316,8.014104824491104,2.629628145536145,0,2,0,0
4,2759088,J,0,0,3.743180818301804,8.798944126704795,2.47470303563572,0,2,0,0
5,2759404,J,0,0,1.5784617786812971,9.797198001371607,2.0665964534143164,0,2,0,0
6,2759798,J,0,0,-0.962027960536467,0.3085981619893472,1.533347117384569,0,2,0,0
7,2759832,J,0,0,1.4917468929479334,9.415309292910273,3.530740984841355,0,2,0,0
8,2760563,J,0,0,-0.5426155371821831,9.558401835213152,1.34415025807685,0,2,0,0
9,2760658,J,0,0,4.799269213816316,8.014104824491104,2.629628145536145,0,2,0,0
10,2761086,J,0,0,5.0516821870007576,8.408307407718826,2.3648364584209176,0,2,0,0
11,2761416,J,0,0,6.4748375905957225,8.8386070355312,2.4858582287431545,0,2,0,0
12,2761505,J,0,0,-0.510174254405784,9.03750564844103,1.9063488477180304,0,2,0,0
13,2761545,J,0,0,1.283471205730943,6.202319667555665,2.616603609750044,0,2,0,0
14,2762160,J,0,0,2.4306404851252372,9.042408897730354,2.3312460439461056,0,2,0,0
15,2762586,J,0,0,7.044514215597577,9.047317470370036,1.9084185289061537,0,2,0,0
16,2762756,J,0,0,2.8207155567141173,9.067005168192946,2.337587269924743,0,2,0,0
17,2763213,J,0,0,-0.9146187072550926,0.8171069511288331,4.06000016342139,0,2,0,0
18,2763217,J,0,0,-0.38108343078407647,0.8177684733898137,4.024954204965492,0,2,0,0
19,2835809,J,0,0,3.8935251206669585,8.77577885037297,2.0568231680561695,0,2,0,0
20,2835989,J,0,0,1.0407551030719482,8.084074373484237,2.463116410670974,0,2,0,0
21,2836322,J,0,0,5.527029762488958,9.814505839630973,82.80989302188635,0,2,0,0
22,2836704,J,0,0,6.75804606147128,8.397715821296607,2.3618575747396875,0,2,0,0
23,2836819,J,0,0,1.2270366134079271,9.482268158543523,2.444647259624503,0,2,0,0
24,4498282,J,0,0,0.8756864516011911,7.261636772928618,2.893308401713748,0,2,0,0
25,4582465,J,0,0,6.1350535205735035,9.820288716488264,2.3016301679269375,0,2,0,0
26,4582581,J,0,0,0.7879370590336696,8.93096365097794,2.5118335268375453,0,2,0,0
27,4602562,J,0,0,2.281929403039662,8.12743823146944,2.4763288361508415,0,2,0,0
28,5610899,J,0,0,0.46326408990294565,8.513536523071684,2.3944321471139123,0,2,0,0
29,5610926,J,0,0,3.2487707665946504,7.449899426357743,3.1429263204946807,0,2,0,0
30,5611253,J,0,0,-0.613064566157048,8.004482510205714,2.4388657648283036,0,2,0,0
31,5611571,J,0,0,6.738599005181854,9.777082518576456,1.6040526007039517,0,2,0,0
