tic_id,mass,rad,Tmag,logg,Teff,Epoc,Period,Duration,sector,score
150828997,nan,54.4986,12.8515,nan,4081.0,-0.6652578661885808,0.41548599396714336,1.3243616057702692,12,0.793
161911276,nan,nan,16.0801,nan,nan,-0.6645689270366784,1.5131340031473186,3.475479663478997,12,0.626
205905529,nan,44.0844,12.3081,nan,4320.0,3.0081216276978413,7.194244604316546,2.866456834532375,12,0.272
207443403,nan,12.2007,11.7035,nan,5656.0,0.2899483716790332,2.99186213499282,2.594505445189089,12,0.212
207443469,nan,nan,12.6061,nan,nan,-0.23431550206884166,2.9983209402734463,3.1622916166946515,12,0.102
256094722,1.11,2.45987,11.5238,3.70157,6017.0,-0.0885837522654076,1.154347851181475,2.624337692920383,12,0.919
2743284,1.53,2.02878,12.8808,4.00829,6975.0,-0.7236213863774503,1.8994073848959123,3.383319404345843,12,0.674
343341990,1.11,1.04498,13.1319,4.44517,6006.0,0.17418620392369455,1.1533493264439934,2.7301941086916433,12,0.967
343578027,0.662816,0.699052,12.2834,4.57044,3862.0,-0.7830562343484935,1.1540281352059363,2.4613256321189114,12,0.919
384706327,1.04,1.44282,12.4284,4.13667,5809.75,-0.2311375418784658,1.155268022181146,2.734736021256931,12,0.846
384747271,1.3,1.45294,11.7304,4.22751,6437.0,0.1792546335809191,1.1533493264439934,2.2706564864366126,12,0.913
78912122,nan,4.71018,13.2328,nan,4436.0,-0.3256925805214723,0.6134969325153374,2.9476610429447847,12,0.126
