tic_id,mass,rad,Tmag,logg,Teff,Epoc,Period,Duration,sector,score
139127463,1.2,1.18084,11.6053,4.37287,6226.0,-0.43670780447291513,0.7008641655160812,1.4126793336183523,1,0.728
180205882,1.1,1.38259,13.116,4.19807,5991.0,-0.029544372991517354,1.4475550794707739,7.022903940244925,1,0.364
180212578,1.07,1.45274,12.5909,4.14308,5906.93,0.42245309172690515,1.448624531007808,7.231805275890542,1,0.551
181446366,nan,70.6701,10.9246,nan,5176.0,-0.5595636856274545,1.3877131874384203,6.89519990008465,1,0.329
182734938,0.91,0.901655,13.1544,4.48703,5288.06,-0.5997742423790491,1.1931038596909862,5.956198174551094,1,0.16
183302725,nan,nan,10.906,nan,nan,-0.8355976759528886,1.2999844001871976,6.489765872809526,1,0.256
183492628,nan,1.11652,11.9793,nan,5521.04,-0.6120726312054663,1.4631220097443924,6.549757121746382,1,0.103
197762594,nan,8.98529,11.4987,nan,4955.62,-0.556688809497345,0.5052316739841054,2.522211247467526,1,0.102
215256788,0.93,0.757979,13.0925,4.64724,5372.0,-0.29544549689549826,0.7007904916746088,1.6917520463082347,1,0.96
234507155,0.99,1.83534,13.2036,3.90627,5583.78,-0.8205450832832667,0.41434461041248005,2.0684859847935533,1,0.143
238187300,1.07,1.85483,12.6675,3.93084,5898.47,-0.3977244056963444,1.0193887744908154,5.065087973251238,1,0.399
267193426,0.93,0.949206,13.0252,4.45183,5352.43,0.11344891175863014,1.1476312890194638,5.352624058942343,1,0.197
267266057,1.36,2.51294,12.3775,3.77124,6551.63,0.7411518822587104,1.6019223067681219,7.6591910292350835,1,0.333
280803516,0.84,0.707245,12.2869,4.66321,5024.0,-0.6748748216456164,0.48041584795799247,2.296988273049151,1,0.174
293467222,nan,9.57145,12.5942,nan,4655.0,-0.5403326524582234,0.45632512252329543,2.2780605725967646,1,0.16
299802176,nan,3.43664,12.6493,nan,5030.0,0.052764999084258246,1.017490664523153,5.079504176799178,1,0.197
314824957,1.04,1.20972,12.5211,4.28973,5810.13,-0.5342063697533005,1.0202624114922358,5.093341257371398,1,0.247
314867237,nan,8.00554,10.3932,nan,4670.1,-0.14564673173061304,1.016094943911559,5.048721752560558,1,0.112
317059618,1.22,1.46004,11.4313,4.1957,6266.0,6.715383287292817,7.892659826361483,3.699684293606964,1,0.545
33666135,nan,81.4419,8.0057,nan,3598.0,-0.03984613671079429,1.0183299389002036,4.940491344195522,1,0.289
33734560,nan,9.43103,12.5118,nan,4703.0,-0.4553652146786188,1.0186411327289395,5.085247529795252,1,0.335
33767824,nan,10.2321,13.2418,nan,4905.0,-0.20898467406061472,1.0207935649173667,5.095992874860917,1,0.225
421873158,1.31,1.91701,12.1046,3.99009,6448.0,2.6667685472328237,9.541984732824426,4.249165076335867,1,0.718
51938503,nan,nan,7.606,nan,6568.0,0.5967889414802068,1.523159642362116,7.6038985271046275,1,0.176
145532784,nan,2.92437,11.3142,nan,5080.0,2.570757803412175,7.754943776657619,3.089860411012019,2,0.254
145964092,nan,3.04244,12.4741,nan,5249.0,-0.16490750683326816,7.809449433814916,3.11157750878563,2,0.296
158620886,1.07,0.9846,8.7669,4.48093,5903.0,-0.08530453874690003,1.0247791600910003,1.0087669857145807,2,0.918
165880389,1.14,0.975019,12.4316,4.51695,6087.0,-0.8234636491379093,0.506367572220675,2.516013874471479,2,0.107
204390444,nan,4.23764,11.5981,nan,4998.0,6.258553611692703,8.052826542116282,3.01980995329361,2,0.346
206608489,1.06,1.80898,12.3582,3.9485,5847.0,-0.643849562055012,1.024432720381089,1.0084259591251343,2,0.636
381975502,nan,3.61764,9.5674,nan,4915.0,-0.6469964594223615,0.5160251613868692,2.5760943603610102,2,0.15
441489557,0.82,0.931642,12.6021,4.41338,4971.0,3.923382865241474,8.655011251514626,3.0427773931105975,2,0.469
49622302,1.0,2.14484,10.9252,3.77528,5645.2,0.8433713309838753,9.655305590421936,2.4892584725306524,2,0.124
212978162,nan,2.09824,12.2121,nan,5136.0,4.562046807907316,8.101758081503686,2.2786194604229166,3,0.418
251109789,1.18,2.48812,11.0583,3.71821,6168.0,4.245098670651277,8.244023083264633,2.511850783182176,4,0.327
249037370,0.95,1.52896,11.4776,4.047,5427.0,0.2808859270118047,7.715454054471105,1.446647635213333,5,0.419
293634534,1.11,1.5143,11.5437,4.12297,6021.0,4.5789388148119174,7.820442637053256,2.0162078673652957,5,0.185
436681785,nan,2.42919,13.0376,nan,5122.0,2.411323775562186,7.27749072119933,2.0467942653373044,5,0.526
142405323,nan,33.7877,11.7592,nan,5476.0,1.6763201367957334,4.637143519591931,4.129955947136569,7,0.427
142467869,1.37,2.35532,12.7304,3.83069,6592.0,-0.8474952136291389,0.22229879180606654,1.1097572497193482,7,0.707
35162338,1.07,2.85708,12.9938,3.55561,5893.0,-0.7791762159285303,0.22245307908429415,1.0479625522486666,7,0.352
35483821,0.814,0.803948,12.725,4.53824,4947.0,-0.8792068684747376,0.22246792568681412,1.1053875057563576,7,0.565
35830798,nan,8.39492,12.9009,nan,4637.0,-0.9278141680246142,0.22231065245953394,1.1098164603253298,7,0.871
35831365,nan,16.4574,10.8904,nan,4748.0,-0.9092947083275862,0.22247238005401632,1.1106238348009096,7,0.517
61405652,0.687,0.721908,12.0751,4.55806,4393.0,-0.8891998053392658,0.22246941045606228,1.1053948832035596,7,0.724
64257594,2.77,2.45876,10.8656,4.09911,10703.0,2.6558407144090097,4.315367021965217,3.5399495102058403,7,0.199
