tic_id,mass,rad,Tmag,logg,Teff,Epoc,Period,Duration,sector,score
245260991,1.46,1.25037,13.331,4.40834,6783.0,-0.04931496992091433,1.2055745768433235,1.6105722862516263,11,0.233
305452544,2.12,2.065,11.4803,4.13456,8526.0,-0.664854580362378,0.4100225922448327,1.8066620470787944,11,0.69
314906914,nan,nan,13.4925,nan,13808.0,-0.13284416478450545,1.5469818384332168,2.9731057207388396,11,0.269
319990968,nan,nan,13.8103,nan,nan,0.7024107701941138,2.504696305572949,2.465560425798367,11,0.42
381037540,nan,26.6402,11.1183,nan,5397.0,-0.695516751654613,0.3788467148307123,1.8823946143151011,11,0.663
38507185,1.16,1.05456,12.9443,4.45638,6136.0,-0.5647913050616878,2.34554580850964,2.5287915747994547,11,0.475
38572913,nan,nan,13.2093,nan,nan,-0.34516618420743594,2.3486859102332245,2.9175082791178344,11,0.216
38586659,1.13,1.06663,12.9796,4.43512,6066.0,0.9143124018700348,2.3434021512431746,2.9109448597473833,11,0.636
38586691,0.9,0.884748,12.5633,4.49867,5244.0,-0.32208606941838647,2.345215759849906,3.297959662288929,11,0.273
38602516,0.93,1.27301,11.5088,4.19689,5375.34,-0.31979581965290804,2.345215759849906,3.1880276735459647,11,0.265
38681138,1.21,1.41297,12.5234,4.22059,6248.21,-0.3266665689493433,2.345215759849906,3.517823639774858,11,0.354
38681997,nan,nan,13.504,nan,nan,1.0144050817825545,2.3467017107455472,2.7500410672799322,11,0.141
438596060,nan,11.0312,13.2951,nan,4753.0,-0.7790597005301854,0.6529375661099285,3.2595867558144085,11,0.146
443691448,nan,26.6141,12.0517,nan,4723.0,-0.8548671744380457,4.644250417982537,5.007082481887423,11,0.322
